2L,2750,BOD,1264,ZRH,1678,0,100,44.82830048,-0.7155560255,47.464699,8.54917
2L,2750,BRS,490,ZRH,1678,0,100,51.382702,-2.71909,47.464699,8.54917
2L,2750,GVA,1665,LPA,1054,0,319,46.23809814,6.108950138,27.93190002,-15.38659954
2L,2750,LCA,1197,ZRH,1678,0,319,34.87509918,33.62490082,47.464699,8.54917
2L,2750,LPA,1054,ZRH,1678,0,319,27.93190002,-15.38659954,47.464699,8.54917
2L,2750,RMF,4197,ZRH,1678,0,319,25.5571003,34.58369827,47.464699,8.54917
2L,2750,TFS,1056,GVA,1665,0,319,28.04450035,-16.57250023,46.23809814,6.108950138
2L,2750,ZRH,1678,BDS,1506,0,100,47.464699,8.54917,40.6576,17.947001
2L,2750,ZRH,1678,BOD,1264,0,100,47.464699,8.54917,44.82830048,-0.7155560255
2L,2750,ZRH,1678,BRS,490,0,100,47.464699,8.54917,51.382702,-2.71909
2L,2750,ZRH,1678,LCA,1197,0,319,47.464699,8.54917,34.87509918,33.62490082
2L,2750,ZRH,1678,LPA,1054,0,319,47.464699,8.54917,27.93190002,-15.38659954
2L,2750,ZRH,1678,RMF,4197,0,319,47.464699,8.54917,25.5571003,34.58369827
2N,3652,AJR,730,LYC,719,0,ATP,65.59030151,19.28190041,64.5483017,18.71619987
2N,3652,ARN,737,GEV,715,0,ATP,59.65190125,17.91860008,67.13240051,20.81459999
2N,3652,ARN,737,HAD,709,0,SF3,59.65190125,17.91860008,56.69110107,12.82019997
2N,3652,ARN,737,JKG,688,0,ATP SF3,59.65190125,17.91860008,57.75759888,14.06869984
2N,3652,ARN,737,KRF,718,0,ATP,59.65190125,17.91860008,63.04859924,17.76889992
2N,3652,ARN,737,KSD,5595,0,SF3,59.65190125,17.91860008,59.44469833,13.33740044
2N,3652,ARN,737,LYC,719,0,ATP,59.65190125,17.91860008,64.5483017,18.71619987
2N,3652,ARN,737,MHQ,442,0,SF3,59.65190125,17.91860008,60.12220001,19.89819908
2N,3652,ARN,737,OER,722,0,ATR,59.65190125,17.91860008,63.40829849,18.98999977
2N,3652,ARN,737,POR,448,0,SF3,59.65190125,17.91860008,61.46170044,21.79999924
2N,3652,ARN,737,TRF,664,0,SF3,59.65190125,17.91860008,59.18669891,10.25860024
2N,3652,ARN,737,VBY,746,0,SF3 ATP,59.65190125,17.91860008,57.66279984,18.34620094
2N,3652,ARN,737,VHM,729,0,SF3,59.65190125,17.91860008,64.57910156,16.83359909
2N,3652,ARN,737,VXO,711,0,SF3,59.65190125,17.91860008,56.92910004,14.72799969
2N,3652,GEV,715,ARN,737,0,ATP,67.13240051,20.81459999,59.65190125,17.91860008
2N,3652,GEV,715,KRF,718,0,ATP,67.13240051,20.81459999,63.04859924,17.76889992
2N,3652,HAD,709,ARN,737,0,SF3 ATP,56.69110107,12.82019997,59.65190125,17.91860008
2N,3652,HAD,709,JKG,688,0,ATP SF3,56.69110107,12.82019997,57.75759888,14.06869984
2N,3652,HAD,709,VXO,711,0,SF3,56.69110107,12.82019997,56.92910004,14.72799969
2N,3652,HMV,5599,VHM,729,0,SF3,65.80609894,15.08279991,64.57910156,16.83359909
2N,3652,JKG,688,ARN,737,0,ATP SF3,57.75759888,14.06869984,59.65190125,17.91860008
2N,3652,JKG,688,HAD,709,0,ATP SF3,57.75759888,14.06869984,56.69110107,12.82019997
2N,3652,KOK,435,POR,448,0,SF3,63.72119904,23.14310074,61.46170044,21.79999924
2N,3652,KRF,718,ARN,737,0,ATP,63.04859924,17.76889992,59.65190125,17.91860008
2N,3652,KRF,718,GEV,715,0,ATP,63.04859924,17.76889992,67.13240051,20.81459999
2N,3652,KSD,5595,ARN,737,0,SF3,59.44469833,13.33740044,59.65190125,17.91860008
2N,3652,LYC,719,AJR,730,0,ATP,64.5483017,18.71619987,65.59030151,19.28190041
2N,3652,LYC,719,ARN,737,0,ATP,64.5483017,18.71619987,59.65190125,17.91860008
2N,3652,MHQ,442,ARN,737,0,SF3,60.12220001,19.89819908,59.65190125,17.91860008
2N,3652,MHQ,442,TKU,460,0,SF3,60.12220001,19.89819908,60.51409912,22.26280022
2N,3652,OER,722,ARN,737,0,ATR,63.40829849,18.98999977,59.65190125,17.91860008
2N,3652,OSL,644,VXO,711,0,SF3,60.121,11.0502,56.92910004,14.72799969
2N,3652,POR,448,ARN,737,0,SF3,61.46170044,21.79999924,59.65190125,17.91860008
2N,3652,POR,448,KOK,435,0,SF3,61.46170044,21.79999924,63.72119904,23.14310074
2N,3652,TKU,460,MHQ,442,0,SF3,60.51409912,22.26280022,60.12220001,19.89819908
2N,3652,TRF,664,ARN,737,0,SF3,59.18669891,10.25860024,59.65190125,17.91860008
2N,3652,VBY,746,ARN,737,0,SF3 ATP,57.66279984,18.34620094,59.65190125,17.91860008
2N,3652,VHM,729,ARN,737,0,SF3,64.57910156,16.83359909,59.65190125,17.91860008
2N,3652,VHM,729,HMV,5599,0,SF3,64.57910156,16.83359909,65.80609894,15.08279991
2N,3652,VXO,711,ARN,737,0,SF3,56.92910004,14.72799969,59.65190125,17.91860008
2N,3652,VXO,711,OSL,644,0,SF3,56.92910004,14.72799969,60.121,11.0502
#2O,146,ADQ,3531,AOS,7167,0,BNI,57.75,-152.4940033,#N/A,#N/A
#2O,146,ADQ,3531,KKB,7168,0,BNI,57.75,-152.4940033,#N/A,#N/A
2O,146,ADQ,3531,KLN,7162,0,BNI,57.75,-152.4940033,57.53509903,-153.9779968
#2O,146,ADQ,3531,KOZ,7164,0,BNI,57.75,-152.4940033,#N/A,#N/A
#2O,146,ADQ,3531,OLH,7163,0,BNI,57.75,-152.4940033,#N/A,#N/A
#2O,146,AOS,7167,KZB,7176,0,BNI,#N/A,#N/A,#N/A,#N/A
#2O,146,KKB,7168,SYB,7173,0,BNI,#N/A,#N/A,#N/A,#N/A
2O,146,KLN,7162,KYK,7161,0,BNI,57.53509903,-153.9779968,57.56710052,-154.4499969
#2O,146,KOZ,7164,ORI,7165,0,BNI,#N/A,#N/A,#N/A,#N/A
#2O,146,SYB,7173,KPR,7172,0,BNI,#N/A,#N/A,#N/A,#N/A
2P,897,BSO,6019,MNL,2397,0,DH4,20.4513,121.980003,14.5086,121.019997
2P,897,BXU,4200,MNL,2397,0,320,8.9515,125.4788,14.5086,121.019997
2P,897,CBO,2399,MNL,2397,0,320,7.165239811,124.2099991,14.5086,121.019997
2P,897,CGY,2400,MNL,2397,0,320,8.612203,124.456496,14.5086,121.019997
2P,897,CRM,6024,MNL,2397,0,DH4,12.5024004,124.6360016,14.5086,121.019997
2P,897,DGT,2425,MNL,2397,0,320,9.333709717,123.3000031,14.5086,121.019997
2P,897,DWC,8076,MNL,2397,0,330,24.896356,55.161389,14.5086,121.019997
2P,897,GES,2402,MNL,2397,0,320,6.058000088,125.0960007,14.5086,121.019997
2P,897,KLO,2430,MNL,2397,0,320,11.67940044,122.3759995,14.5086,121.019997
2P,897,LGP,4203,MNL,2397,0,320,13.1575,123.735,14.5086,121.019997
2P,897,MNL,2397,BSO,6019,0,DH4,14.5086,121.019997,20.4513,121.980003
2P,897,MNL,2397,BXU,4200,0,320,14.5086,121.019997,8.9515,125.4788
2P,897,MNL,2397,CBO,2399,0,320,14.5086,121.019997,7.165239811,124.2099991
2P,897,MNL,2397,CGY,2400,0,320,14.5086,121.019997,8.612203,124.456496
2P,897,MNL,2397,CRM,6024,0,DH4,14.5086,121.019997,12.5024004,124.6360016
2P,897,MNL,2397,DGT,2425,0,320,14.5086,121.019997,9.333709717,123.3000031
2P,897,MNL,2397,DWC,8076,0,330,14.5086,121.019997,24.896356,55.161389
2P,897,MNL,2397,GES,2402,0,320,14.5086,121.019997,6.058000088,125.0960007
2P,897,MNL,2397,KLO,2430,0,320,14.5086,121.019997,11.67940044,122.3759995
2P,897,MNL,2397,LGP,4203,0,320,14.5086,121.019997,13.1575,123.735
2P,897,MNL,2397,MPH,2426,0,DH3,14.5086,121.019997,11.9245,121.954002
2P,897,MNL,2397,OZC,4204,0,320,14.5086,121.019997,8.178509712,123.8420029
2P,897,MNL,2397,PPS,2433,0,320,14.5086,121.019997,9.742119789,118.7590027
2P,897,MNL,2397,RXS,6026,0,320,14.5086,121.019997,11.59770012,122.7519989
2P,897,MNL,2397,SUG,6016,0,DH4,14.5086,121.019997,9.755838326,125.4809475
2P,897,MNL,2397,TUG,6021,0,DH4,14.5086,121.019997,17.64336768,121.7331505
2P,897,MNL,2397,ZAM,2404,0,320,14.5086,121.019997,6.922420025,122.0599976
2P,897,MPH,2426,MNL,2397,0,DH3,11.9245,121.954002,14.5086,121.019997
2P,897,OZC,4204,MNL,2397,0,320,8.178509712,123.8420029,14.5086,121.019997
2P,897,PPS,2433,MNL,2397,0,320,9.742119789,118.7590027,14.5086,121.019997
2P,897,RXS,6026,MNL,2397,0,320,11.59770012,122.7519989,14.5086,121.019997
2P,897,SUG,6016,MNL,2397,0,DH4,9.755838326,125.4809475,14.5086,121.019997
2P,897,TUG,6021,MNL,2397,0,DH4,17.64336768,121.7331505,14.5086,121.019997
2P,897,ZAM,2404,MNL,2397,0,320,6.922420025,122.0599976,14.5086,121.019997
2Z,1729,AUX,7376,PMW,4214,0,AT7,-7.22787,-48.240501,-10.29150009,-48.35699844
2Z,1729,BRA,7373,BSB,2531,0,AT7,-12.07890034,-45.00899887,-15.86916733,-47.92083359
2Z,1729,BRA,7373,SSA,2621,0,AT7,-12.07890034,-45.00899887,-12.9086113,-38.32249832
2Z,1729,BSB,2531,BRA,7373,0,AT7,-15.86916733,-47.92083359,-12.07890034,-45.00899887
2Z,1729,BSB,2531,OPS,7367,0,AT7,-15.86916733,-47.92083359,-11.88500023,-55.58610916
2Z,1729,BSB,2531,RAO,2613,0,AT7,-15.86916733,-47.92083359,-21.13638878,-47.77666855
2Z,1729,CAC,2535,GRU,2564,0,AT7,-25.00029945,-53.50080109,-23.43555641,-46.47305679
2Z,1729,CGB,2548,GYN,2562,0,AT7,-15.65289974,-56.11669922,-16.63199997,-49.22069931
2Z,1729,CGB,2548,OPS,7367,0,AT7,-15.65289974,-56.11669922,-11.88500023,-55.58610916
2Z,1729,CGR,2538,DOU,7380,0,AT7,-20.46870041,-54.67250061,-22.2019,-54.926601
2Z,1729,DOU,7380,CGR,2538,0,AT7,-22.2019,-54.926601,-20.46870041,-54.67250061
2Z,1729,DOU,7380,GRU,2564,0,AT7,-22.2019,-54.926601,-23.43555641,-46.47305679
2Z,1729,GIG,2560,RAO,2613,0,AT7,-22.80999947,-43.25055695,-21.13638878,-47.77666855
2Z,1729,GRU,2564,CAC,2535,0,AT7,-23.43555641,-46.47305679,-25.00029945,-53.50080109
2Z,1729,GRU,2564,DOU,7380,0,AT7,-23.43555641,-46.47305679,-22.2019,-54.926601
2Z,1729,GRU,2564,RAO,2613,0,AT7,-23.43555641,-46.47305679,-21.13638878,-47.77666855
2Z,1729,GRU,2564,UBA,2635,0,AT7,-23.43555641,-46.47305679,-19.76472282,-47.96611023
